Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results
Home,SKU13125,236,In Stock,929,3604,Teen,425,27,74,9,DHL,99.42,SupplyHub,Egypt,4967,45,1240,Fail
Home,SKU13126,418,In Stock,981,47499,Teen,64,28,6,9,DHL,50.19,Global Supplies Inc.,India,3976,46,2306,Fail
Clothing,SKU13127,139,Limited,966,43280,Teen,93,14,68,2,USPS,12.51,Global Supplies Inc.,USA,4487,11,8497,Pass
Home,SKU13128,229,Out of Stock,607,12658,Teen,201,20,36,7,Aramex,36.36,MegaCorp,India,7457,8,3335,Pass
Home,SKU13129,424,Out of Stock,166,23283,Teen,396,1,64,6,UPS,86.14,Prime Distributors,China,6074,14,447,Recheck
Toys,SKU13130,280,In Stock,239,16914,Teen,433,1,31,6,Aramex,93.19,FastTrack Ltd.,China,2030,9,752,Recheck
Clothing,SKU13131,300,In Stock,502,23316,Adult,351,13,68,11,Aramex,29.77,MegaCorp,USA,317,12,2897,Fail
Toys,SKU13132,258,In Stock,991,8066,Teen,36,22,32,7,FedEx,90.95,MegaCorp,USA,7673,17,8218,Pass
Clothing,SKU13133,493,Limited,514,8660,Teen,30,1,97,12,USPS,36.4,Global Supplies Inc.,Egypt,1427,35,9822,Pass
Home,SKU13134,368,In Stock,846,30179,Adult,75,8,52,7,UPS,63.56,Global Supplies Inc.,Egypt,4935,51,8563,Recheck
Electronics,SKU13135,194,In Stock,72,14287,Teen,226,2,95,6,USPS,43.65,SupplyHub,China,3971,12,5444,Fail
Home,SKU13136,207,Limited,776,4502,Adult,226,9,96,10,DHL,66.25,SupplyHub,Egypt,4436,42,4098,Pass
Toys,SKU13137,195,Limited,174,47826,Senior,399,2,25,10,DHL,6.13,Global Supplies Inc.,China,2230,25,4358,Recheck
Clothing,SKU13138,451,In Stock,186,48938,Teen,354,26,2,1,DHL,15.09,FastTrack Ltd.,USA,7262,11,6997,Pass
Clothing,SKU13139,138,Out of Stock,456,33973,Adult,492,9,92,7,FedEx,39.14,Prime Distributors,China,8575,15,1154,Pass
Clothing,SKU13140,421,In Stock,102,12021,Senior,144,4,40,7,FedEx,12.58,SupplyHub,India,536,12,1514,Recheck
Sports,SKU13141,46,Out of Stock,760,23922,Teen,266,17,40,8,FedEx,31.55,Global Supplies Inc.,Egypt,8837,31,6347,Fail
Clothing,SKU13142,40,Limited,400,30381,Teen,38,27,54,10,Aramex,35.53,MegaCorp,India,7765,47,4749,Pass
Toys,SKU13143,200,In Stock,417,3750,Senior,136,26,68,5,UPS,97.78,Global Supplies Inc.,Egypt,1446,13,2890,Fail
Home,SKU13144,241,In Stock,330,37145,Senior,496,11,52,13,Aramex,5.37,Prime Distributors,Germany,4344,6,6534,Recheck
Clothing,SKU13145,212,In Stock,210,24386,Teen,77,17,42,13,UPS,24.75,Prime Distributors,Germany,1126,41,7156,Fail
Electronics,SKU13146,386,Limited,488,28292,Adult,446,8,52,5,UPS,19.69,FastTrack Ltd.,Germany,9545,54,5100,Fail
Electronics,SKU13147,471,Out of Stock,316,43773,Teen,315,14,95,8,Aramex,57.26,SupplyHub,China,7668,45,9957,Pass
Clothing,SKU13148,431,Out of Stock,568,24360,Teen,65,24,47,5,FedEx,28.65,Global Supplies Inc.,Germany,6844,29,667,Fail
Toys,SKU13149,171,Out of Stock,167,31001,Adult,159,3,23,1,DHL,33.11,Global Supplies Inc.,China,1933,42,8660,Fail
Home,SKU13150,114,In Stock,943,31928,Teen,265,20,71,6,USPS,75.46,SupplyHub,China,3254,42,9121,Recheck
Home,SKU13151,121,In Stock,729,22647,Senior,299,28,22,7,UPS,53.95,MegaCorp,China,9352,46,4432,Fail
Electronics,SKU13152,57,In Stock,263,1350,Teen,358,11,37,13,Aramex,64.11,Global Supplies Inc.,Germany,8542,45,6381,Fail
Home,SKU13153,275,In Stock,804,32959,Senior,335,29,12,4,UPS,89.02,FastTrack Ltd.,China,7797,17,6736,Recheck
Clothing,SKU13154,490,In Stock,706,16361,Senior,278,12,21,6,UPS,43.03,SupplyHub,USA,3750,26,2915,Recheck
Electronics,SKU13155,255,In Stock,279,26209,Adult,105,12,30,11,USPS,20.9,Prime Distributors,Egypt,6615,11,6289,Recheck
Toys,SKU13156,358,Out of Stock,458,1649,Senior,133,20,70,4,FedEx,12.93,Prime Distributors,Egypt,9821,34,9258,Recheck
Home,SKU13157,34,In Stock,570,8186,Teen,295,15,96,11,DHL,64.66,Prime Distributors,India,4075,14,4939,Recheck
Electronics,SKU13158,409,In Stock,522,34482,Adult,444,29,4,11,DHL,75.21,Prime Distributors,Germany,6319,30,7726,Pass
Home,SKU13159,320,In Stock,58,35184,Teen,493,1,44,10,UPS,16.8,Global Supplies Inc.,China,4888,52,6820,Recheck
Toys,SKU13160,226,In Stock,422,48756,Teen,40,6,18,2,USPS,71.4,FastTrack Ltd.,USA,784,42,6469,Pass
Clothing,SKU13161,226,In Stock,864,7260,Adult,41,15,81,12,DHL,64.08,MegaCorp,USA,4679,33,7813,Fail
Home,SKU13162,374,Limited,881,2628,Teen,494,3,34,9,FedEx,86.4,FastTrack Ltd.,USA,5643,3,8084,Fail
Clothing,SKU13163,88,In Stock,506,49925,Teen,121,9,87,4,USPS,59.6,MegaCorp,USA,8728,4,8982,Fail
Sports,SKU13164,71,In Stock,459,20331,Adult,413,13,25,7,Aramex,75.51,SupplyHub,Egypt,5286,42,525,Fail
Electronics,SKU13165,467,In Stock,909,22239,Adult,167,15,20,1,UPS,83.03,Prime Distributors,Egypt,6503,29,3190,Fail
Sports,SKU13166,313,In Stock,361,38244,Adult,214,11,82,13,FedEx,36.56,Global Supplies Inc.,China,9192,25,4546,Recheck
Home,SKU13167,36,In Stock,192,23423,Teen,220,1,48,5,Aramex,75.37,Global Supplies Inc.,India,9560,5,8868,Recheck
Toys,SKU13168,444,In Stock,936,25526,Senior,44,2,8,4,FedEx,21.32,Global Supplies Inc.,Egypt,8906,27,6418,Pass
Toys,SKU13169,34,In Stock,233,28110,Senior,262,12,20,3,USPS,32.17,SupplyHub,USA,8870,55,174,Pass
Clothing,SKU13170,326,In Stock,231,21028,Adult,226,12,17,13,FedEx,46.23,FastTrack Ltd.,USA,3224,10,7822,Fail
Sports,SKU13171,414,In Stock,660,34180,Teen,3,24,37,4,UPS,78.49,Global Supplies Inc.,USA,5652,31,2173,Fail
Home,SKU13172,458,In Stock,289,10043,Adult,268,18,8,11,FedEx,96.64,Prime Distributors,China,7580,44,7953,Recheck
Sports,SKU13173,214,In Stock,119,26971,Teen,202,15,65,11,DHL,89.65,Prime Distributors,USA,2416,36,676,Recheck
Clothing,SKU13174,464,In Stock,328,1512,Senior,268,29,65,7,DHL,51.23,FastTrack Ltd.,China,3350,28,4568,Fail
Sports,SKU13175,91,Limited,818,39362,Adult,391,8,13,11,UPS,56.54,MegaCorp,Germany,6964,25,7338,Fail
Sports,SKU13176,426,Out of Stock,467,25246,Teen,292,9,93,10,FedEx,64.58,Prime Distributors,Egypt,6451,6,822,Pass
Clothing,SKU13177,299,Out of Stock,674,28655,Adult,25,11,27,11,USPS,30.37,MegaCorp,India,1934,49,3547,Pass
Electronics,SKU13178,483,In Stock,669,43163,Adult,385,6,71,3,FedEx,5.97,FastTrack Ltd.,USA,9621,25,8249,Pass
Home,SKU13179,158,Limited,579,40689,Senior,13,23,34,12,Aramex,35.52,Global Supplies Inc.,Egypt,9354,17,3081,Pass
Home,SKU13180,7,In Stock,770,16890,Adult,60,11,64,7,DHL,93.68,Global Supplies Inc.,China,297,4,1454,Fail
Home,SKU13181,225,Out of Stock,579,37283,Adult,351,9,87,7,Aramex,37.95,FastTrack Ltd.,China,2735,17,1937,Fail
Electronics,SKU13182,254,In Stock,85,277,Teen,306,15,58,1,USPS,61.22,Global Supplies Inc.,China,3004,38,6582,Recheck
Toys,SKU13183,304,Out of Stock,311,35764,Teen,132,15,35,6,FedEx,95.07,SupplyHub,India,9350,17,9173,Recheck
Electronics,SKU13184,9,Out of Stock,734,12496,Adult,130,5,23,6,USPS,7.6,Prime Distributors,USA,9235,47,7075,Pass
Home,SKU13185,255,Limited,661,33399,Adult,283,24,25,5,DHL,63.02,Global Supplies Inc.,Germany,2343,43,4679,Recheck
Home,SKU13186,12,Out of Stock,940,25208,Senior,262,17,16,1,UPS,12.49,Global Supplies Inc.,USA,4957,27,1319,Pass
Home,SKU13187,355,In Stock,664,37189,Senior,226,22,13,3,FedEx,68.82,MegaCorp,Egypt,1151,34,6107,Recheck
Home,SKU13188,108,In Stock,535,10929,Adult,484,1,44,13,DHL,53.99,FastTrack Ltd.,Egypt,4319,54,695,Fail
Clothing,SKU13189,42,Limited,899,9541,Teen,84,28,41,4,DHL,86.22,FastTrack Ltd.,Egypt,1588,8,3738,Pass
Clothing,SKU13190,302,In Stock,993,40849,Teen,255,14,7,11,DHL,30.03,FastTrack Ltd.,China,8321,22,5165,Recheck
Clothing,SKU13191,256,In Stock,601,23739,Teen,445,22,47,4,FedEx,49.35,Global Supplies Inc.,Egypt,6037,57,6913,Fail
Toys,SKU13192,443,In Stock,20,38919,Adult,155,6,38,5,UPS,10.74,Global Supplies Inc.,Germany,1309,14,7188,Recheck
Sports,SKU13193,274,Out of Stock,622,37367,Teen,316,10,60,8,UPS,97.9,Global Supplies Inc.,Egypt,4792,33,2052,Fail
Toys,SKU13194,60,In Stock,267,47352,Teen,429,17,13,8,UPS,47.14,Global Supplies Inc.,USA,4108,21,3567,Pass
Home,SKU13195,45,In Stock,480,26206,Senior,32,11,2,8,DHL,47.03,SupplyHub,India,7302,31,8066,Pass
Sports,SKU13196,321,In Stock,36,10035,Adult,359,9,31,6,Aramex,73.55,FastTrack Ltd.,USA,4435,45,8661,Fail
Toys,SKU13197,86,In Stock,8,32663,Senior,146,10,12,7,USPS,59.48,Prime Distributors,USA,3547,55,7445,Pass
Home,SKU13198,78,In Stock,276,31982,Adult,30,26,62,6,USPS,52.85,Global Supplies Inc.,China,4941,37,451,Pass
Sports,SKU13199,235,In Stock,699,43231,Senior,159,20,89,1,UPS,83.6,Global Supplies Inc.,Germany,4474,56,2682,Pass
Sports,SKU13200,412,In Stock,480,40413,Teen,269,28,68,12,USPS,99.21,Prime Distributors,USA,6410,36,921,Recheck
Toys,SKU13201,461,In Stock,245,22814,Teen,202,9,6,11,FedEx,70.09,Global Supplies Inc.,USA,1678,3,3395,Pass
Sports,SKU13202,257,In Stock,764,21140,Teen,475,15,13,11,Aramex,88.27,MegaCorp,India,5098,19,8261,Pass
Electronics,SKU13203,328,In Stock,513,6026,Teen,386,23,86,4,USPS,87.67,SupplyHub,USA,4549,23,2454,Pass
Clothing,SKU13204,481,In Stock,269,38259,Adult,47,5,50,3,Aramex,18.17,MegaCorp,China,5936,58,6048,Recheck
Clothing,SKU13205,461,In Stock,456,924,Teen,96,23,12,4,UPS,95.4,MegaCorp,Germany,7117,31,6549,Pass
Home,SKU13206,232,In Stock,512,5395,Senior,456,27,29,3,FedEx,5.67,Prime Distributors,India,2988,37,767,Pass
Clothing,SKU13207,102,In Stock,931,13538,Adult,407,7,92,5,DHL,20.94,FastTrack Ltd.,Germany,1297,3,9778,Recheck
Electronics,SKU13208,346,In Stock,805,34661,Adult,279,3,25,7,Aramex,67.83,Prime Distributors,Germany,3374,28,785,Pass
Electronics,SKU13209,165,In Stock,262,21995,Senior,275,22,80,6,UPS,91.48,MegaCorp,China,1467,9,8425,Fail
Electronics,SKU13210,438,Out of Stock,520,34714,Teen,101,29,3,7,FedEx,89.21,SupplyHub,China,2800,41,2131,Fail
Electronics,SKU13211,128,In Stock,526,24491,Teen,453,24,78,4,Aramex,60.9,Prime Distributors,Germany,1724,7,5975,Recheck
Clothing,SKU13212,230,Out of Stock,181,43127,Senior,32,28,1,10,Aramex,80.69,Global Supplies Inc.,China,4271,14,5571,Pass
Toys,SKU13213,468,Out of Stock,811,13129,Adult,377,25,27,11,USPS,43.84,SupplyHub,India,4044,59,6914,Fail
Clothing,SKU13214,412,In Stock,330,43152,Teen,327,27,90,12,DHL,44.29,Prime Distributors,Germany,101,45,9507,Pass
Electronics,SKU13215,59,In Stock,894,15094,Teen,55,23,54,13,DHL,72.9,FastTrack Ltd.,Egypt,862,40,3681,Fail
Clothing,SKU13216,79,In Stock,458,256,Senior,318,27,4,6,DHL,81.4,Global Supplies Inc.,Egypt,8282,23,9870,Pass
Home,SKU13217,301,In Stock,538,31215,Teen,381,28,71,6,UPS,12.87,Prime Distributors,Germany,3010,48,5879,Fail
Sports,SKU13218,147,Out of Stock,77,16231,Teen,221,6,7,12,UPS,83.29,Prime Distributors,Egypt,8007,29,5956,Fail
Electronics,SKU13219,135,Out of Stock,698,27017,Senior,130,16,66,3,UPS,73.02,FastTrack Ltd.,India,1509,6,3241,Recheck
Home,SKU13220,291,In Stock,322,20140,Adult,266,17,36,9,FedEx,73.89,MegaCorp,USA,181,16,3270,Recheck
Electronics,SKU13221,248,Limited,338,28570,Senior,171,5,69,9,USPS,47.25,Global Supplies Inc.,India,4583,38,9007,Pass
Clothing,SKU13222,381,In Stock,101,25161,Teen,272,17,36,2,UPS,39.46,Global Supplies Inc.,China,8687,18,5407,Fail
Electronics,SKU13223,31,Limited,552,46635,Adult,380,2,68,13,DHL,64.24,Prime Distributors,India,1349,18,9483,Recheck
Clothing,SKU13224,452,In Stock,829,25271,Senior,3,10,4,5,DHL,49.55,MegaCorp,USA,1387,33,1086,Recheck
Electronics,SKU13225,105,In Stock,595,27680,Senior,53,28,70,5,USPS,34.1,MegaCorp,India,3353,22,4732,Recheck
Clothing,SKU13226,308,In Stock,535,24059,Teen,154,5,25,7,FedEx,43.12,FastTrack Ltd.,India,5061,51,9488,Pass
Clothing,SKU13227,83,In Stock,635,15351,Senior,118,20,53,6,FedEx,75.0,MegaCorp,Egypt,1749,28,7742,Recheck
Home,SKU13228,164,Out of Stock,959,12566,Senior,100,20,18,1,DHL,8.78,MegaCorp,China,6700,33,705,Fail
Toys,SKU13229,270,Out of Stock,559,46081,Teen,92,15,68,13,DHL,33.54,Global Supplies Inc.,Egypt,6986,44,6583,Fail
Clothing,SKU13230,390,In Stock,668,35842,Teen,458,11,11,8,USPS,11.46,MegaCorp,India,3709,53,3172,Fail
Clothing,SKU13231,19,Out of Stock,601,6814,Teen,490,5,27,12,FedEx,94.2,Global Supplies Inc.,China,9461,3,8032,Recheck
Electronics,SKU13232,478,Limited,622,8679,Teen,360,5,85,9,UPS,81.22,SupplyHub,India,777,16,7448,Fail
Electronics,SKU13233,300,In Stock,926,16037,Teen,415,29,56,7,Aramex,75.47,FastTrack Ltd.,Egypt,4995,57,8872,Recheck
Sports,SKU13234,410,In Stock,84,45097,Teen,19,15,45,6,UPS,14.9,Global Supplies Inc.,India,9311,38,8210,Recheck
Home,SKU13235,35,In Stock,604,22265,Adult,253,17,51,3,DHL,68.07,FastTrack Ltd.,Germany,9785,16,5441,Pass
Electronics,SKU13236,140,In Stock,808,21932,Teen,366,16,15,9,FedEx,62.46,MegaCorp,Egypt,8070,30,6045,Recheck
Sports,SKU13237,418,Out of Stock,649,16634,Adult,377,8,54,7,Aramex,8.01,MegaCorp,Egypt,9752,59,528,Recheck
Electronics,SKU13238,27,In Stock,286,29023,Adult,252,16,56,10,USPS,87.57,Prime Distributors,Germany,1534,43,946,Fail
Toys,SKU13239,204,In Stock,391,42162,Adult,195,4,76,3,DHL,36.15,MegaCorp,China,5592,42,6114,Fail
Sports,SKU13240,473,In Stock,957,43951,Teen,149,8,70,11,DHL,12.39,Global Supplies Inc.,China,8531,38,8099,Pass
Clothing,SKU13241,315,Out of Stock,349,29561,Senior,443,15,60,6,Aramex,33.95,Global Supplies Inc.,India,9881,38,372,Fail
Toys,SKU13242,246,In Stock,395,14136,Senior,286,7,71,2,Aramex,71.07,Global Supplies Inc.,China,8213,38,1084,Recheck
Sports,SKU13243,425,In Stock,514,9879,Teen,454,29,37,9,UPS,70.17,MegaCorp,USA,9306,31,1941,Pass
Home,SKU13244,265,In Stock,377,39229,Teen,261,1,92,13,USPS,50.21,SupplyHub,Egypt,8390,29,2359,Pass
Home,SKU13245,134,In Stock,257,27157,Teen,485,10,46,12,FedEx,35.66,Prime Distributors,Egypt,9662,4,9234,Pass
Home,SKU13246,350,In Stock,945,46375,Teen,477,20,46,4,UPS,87.81,Global Supplies Inc.,India,681,11,6748,Pass
Electronics,SKU13247,325,In Stock,477,30461,Adult,373,25,43,2,USPS,36.77,SupplyHub,China,8485,13,6883,Pass
Home,SKU13248,254,In Stock,853,43313,Senior,497,2,81,7,USPS,31.22,FastTrack Ltd.,India,3762,29,2148,Fail
Home,SKU13249,400,Out of Stock,406,29495,Senior,346,1,39,4,Aramex,12.63,MegaCorp,India,1466,45,8447,Recheck
Home,SKU13250,291,Out of Stock,130,29131,Adult,122,5,40,6,FedEx,47.39,Prime Distributors,Egypt,7636,23,4434,Recheck
Home,SKU13251,197,Out of Stock,742,27529,Adult,66,13,65,3,USPS,80.61,Prime Distributors,Germany,6729,28,5853,Fail
Electronics,SKU13252,317,In Stock,778,42757,Senior,354,6,41,7,Aramex,20.78,SupplyHub,USA,4878,23,4550,Pass
Clothing,SKU13253,45,In Stock,394,3855,Adult,489,13,18,2,Aramex,63.01,SupplyHub,Egypt,9416,24,1762,Recheck
Clothing,SKU13254,258,In Stock,235,20567,Senior,106,10,81,13,Aramex,92.71,Prime Distributors,China,8488,21,2149,Recheck
Clothing,SKU13255,239,Limited,856,19800,Adult,269,4,46,8,DHL,54.51,SupplyHub,China,9632,18,1859,Pass
Home,SKU13256,67,In Stock,427,46010,Adult,1,23,78,13,USPS,46.67,FastTrack Ltd.,India,4528,5,113,Recheck
Home,SKU13257,319,In Stock,794,26689,Senior,154,29,47,10,FedEx,82.68,Prime Distributors,Germany,7648,3,258,Recheck
Home,SKU13258,50,Limited,613,24330,Teen,254,25,59,8,DHL,88.93,Global Supplies Inc.,China,8200,8,9302,Recheck
Clothing,SKU13259,149,In Stock,901,3984,Teen,39,12,86,13,FedEx,72.88,FastTrack Ltd.,Germany,4710,2,8562,Fail
Clothing,SKU13260,164,In Stock,443,132,Teen,320,23,34,13,FedEx,26.11,Global Supplies Inc.,USA,1430,20,9605,Fail
Toys,SKU13261,405,In Stock,134,13328,Teen,102,21,37,2,Aramex,91.48,MegaCorp,USA,3778,48,6927,Pass
Home,SKU13262,349,Out of Stock,797,32358,Adult,192,5,32,8,FedEx,21.7,MegaCorp,Egypt,2956,10,2446,Fail
Sports,SKU13263,429,In Stock,837,3626,Teen,385,29,15,12,UPS,46.91,Prime Distributors,Egypt,8174,37,6216,Fail
Home,SKU13264,45,Out of Stock,146,20530,Senior,104,25,83,8,Aramex,13.4,Prime Distributors,Egypt,2855,22,5490,Pass
Electronics,SKU13265,116,In Stock,452,33612,Adult,494,6,31,5,USPS,69.7,MegaCorp,Egypt,5579,11,6098,Pass
Clothing,SKU13266,282,In Stock,526,18861,Adult,17,4,2,9,UPS,17.23,Global Supplies Inc.,Egypt,1649,59,3526,Fail
Clothing,SKU13267,245,In Stock,241,17243,Senior,20,7,31,12,DHL,52.1,FastTrack Ltd.,Germany,4801,47,1152,Recheck
Sports,SKU13268,253,In Stock,91,39291,Teen,449,28,84,5,DHL,54.83,FastTrack Ltd.,USA,4029,44,5118,Recheck
Home,SKU13269,341,In Stock,850,33372,Adult,326,15,1,8,USPS,89.06,FastTrack Ltd.,USA,7094,39,6503,Pass
Toys,SKU13270,417,In Stock,974,49862,Senior,260,8,68,4,UPS,37.63,SupplyHub,India,3436,4,2626,Fail
Clothing,SKU13271,350,In Stock,366,31827,Senior,352,11,36,9,DHL,78.07,Global Supplies Inc.,USA,3057,39,1447,Fail
Toys,SKU13272,197,Limited,344,32144,Adult,54,18,19,3,FedEx,62.84,FastTrack Ltd.,India,8608,59,1400,Fail
Toys,SKU13273,204,Limited,696,11423,Adult,106,11,64,12,FedEx,26.83,SupplyHub,Germany,579,27,6009,Fail
Clothing,SKU13274,110,Limited,435,7778,Senior,354,3,66,5,Aramex,25.68,FastTrack Ltd.,Germany,4272,5,6283,Recheck
Sports,SKU13275,262,Limited,181,15464,Teen,482,2,45,13,UPS,55.25,Prime Distributors,Egypt,7547,15,2264,Pass
Sports,SKU13276,31,Out of Stock,426,33913,Teen,158,20,43,12,DHL,94.24,MegaCorp,Germany,5449,44,1103,Fail
Electronics,SKU13277,175,In Stock,904,37859,Senior,57,9,62,8,DHL,59.84,MegaCorp,India,6327,10,5549,Pass
Clothing,SKU13278,297,In Stock,627,15693,Teen,265,12,64,13,Aramex,14.06,Global Supplies Inc.,USA,8867,27,2466,Fail
Home,SKU13279,205,In Stock,367,14480,Teen,284,24,64,5,FedEx,54.7,MegaCorp,India,2354,22,3783,Pass
Home,SKU13280,492,Out of Stock,112,1845,Senior,273,5,26,5,USPS,85.33,Global Supplies Inc.,Egypt,2031,4,3244,Fail
Sports,SKU13281,10,Out of Stock,739,45722,Senior,102,14,66,13,UPS,5.48,Prime Distributors,China,5322,54,5759,Fail
Toys,SKU13282,478,In Stock,355,24796,Teen,483,18,96,4,DHL,77.38,Prime Distributors,China,6391,45,9548,Recheck
Home,SKU13283,325,In Stock,594,27821,Senior,311,25,79,11,Aramex,97.6,SupplyHub,India,7221,22,6516,Recheck
Home,SKU13284,98,In Stock,664,11974,Teen,145,21,42,2,FedEx,12.42,MegaCorp,Germany,7337,26,1829,Recheck
Clothing,SKU13285,237,In Stock,867,27368,Senior,485,25,27,7,UPS,83.26,SupplyHub,Germany,5773,44,2361,Recheck
Home,SKU13286,398,Out of Stock,137,31138,Senior,417,1,78,11,Aramex,9.94,SupplyHub,USA,3531,25,319,Recheck
Home,SKU13287,320,Limited,972,20718,Adult,428,29,63,11,Aramex,73.66,Prime Distributors,China,7631,42,3550,Recheck
Toys,SKU13288,5,In Stock,730,13519,Adult,43,5,65,7,Aramex,49.26,FastTrack Ltd.,Egypt,1838,12,2304,Recheck
Sports,SKU13289,133,In Stock,676,12131,Senior,426,3,54,5,UPS,97.52,Prime Distributors,India,2397,58,7704,Recheck
Toys,SKU13290,73,In Stock,474,8527,Adult,379,17,99,10,DHL,26.28,SupplyHub,USA,4899,49,1590,Fail
Toys,SKU13291,341,Out of Stock,683,18878,Senior,191,23,27,3,UPS,54.99,Global Supplies Inc.,Egypt,100,50,3020,Fail
Sports,SKU13292,494,In Stock,687,15072,Senior,299,28,60,3,USPS,48.08,MegaCorp,Egypt,1739,7,9071,Pass
Electronics,SKU13293,260,Out of Stock,441,36895,Senior,448,6,80,12,FedEx,6.63,Prime Distributors,Germany,3027,33,5631,Pass
Clothing,SKU13294,324,In Stock,340,35066,Senior,243,25,26,11,Aramex,29.22,Prime Distributors,India,1364,28,5711,Fail
Sports,SKU13295,211,In Stock,407,31716,Teen,446,28,20,5,FedEx,99.59,SupplyHub,India,1467,6,5269,Fail
Electronics,SKU13296,381,Out of Stock,225,24234,Teen,228,10,66,1,DHL,60.9,Prime Distributors,India,2181,11,9343,Recheck
Clothing,SKU13297,355,In Stock,503,35614,Senior,94,16,99,4,USPS,29.89,FastTrack Ltd.,Germany,8162,6,3575,Fail
Toys,SKU13298,253,In Stock,210,7338,Senior,16,5,10,5,DHL,99.47,FastTrack Ltd.,USA,9747,20,7282,Recheck
Home,SKU13299,145,Limited,393,45560,Senior,21,8,68,8,Aramex,64.26,Global Supplies Inc.,USA,6379,42,7984,Fail
Clothing,SKU13300,396,In Stock,594,45025,Adult,185,28,48,11,UPS,65.87,Global Supplies Inc.,Germany,8521,19,4047,Fail
Home,SKU13301,453,In Stock,738,43300,Senior,236,26,83,5,DHL,53.78,MegaCorp,China,2368,59,5159,Recheck
Home,SKU13302,427,Limited,872,38972,Adult,114,18,10,4,UPS,81.58,Prime Distributors,Egypt,7728,55,9415,Fail
Sports,SKU13303,451,In Stock,431,36341,Senior,329,12,53,6,UPS,27.02,FastTrack Ltd.,USA,9831,15,7502,Pass
Home,SKU13304,402,In Stock,378,40878,Teen,352,8,18,11,DHL,89.42,Prime Distributors,China,7791,50,143,Fail
Clothing,SKU13305,227,Out of Stock,343,32035,Senior,252,20,55,6,UPS,78.14,MegaCorp,Egypt,8515,50,6302,Recheck
Electronics,SKU13306,61,In Stock,931,48953,Adult,42,29,96,11,Aramex,81.91,MegaCorp,Germany,7402,54,481,Pass
Sports,SKU13307,89,Out of Stock,579,49451,Adult,463,20,21,2,DHL,5.05,MegaCorp,USA,3622,23,2288,Pass
Sports,SKU13308,357,In Stock,827,45551,Adult,203,5,74,12,Aramex,99.03,FastTrack Ltd.,Egypt,1119,36,9591,Recheck
Clothing,SKU13309,89,In Stock,229,4204,Adult,151,21,61,10,UPS,65.64,Prime Distributors,Egypt,3395,33,9259,Fail
Sports,SKU13310,312,In Stock,378,42925,Adult,217,29,17,1,Aramex,71.36,MegaCorp,Egypt,1446,28,6872,Recheck
Toys,SKU13311,417,In Stock,971,42666,Adult,129,3,99,9,USPS,40.62,SupplyHub,USA,9655,42,6337,Pass
Toys,SKU13312,306,Limited,191,29292,Teen,386,9,79,13,DHL,84.77,FastTrack Ltd.,China,8685,54,2061,Pass
Toys,SKU13313,466,Out of Stock,134,632,Teen,375,4,90,8,DHL,16.57,Prime Distributors,USA,5643,2,7584,Recheck
Home,SKU13314,287,In Stock,132,45691,Senior,62,28,18,2,USPS,41.01,MegaCorp,USA,5330,21,5386,Recheck
Toys,SKU13315,484,In Stock,920,43795,Senior,249,26,59,6,UPS,55.28,SupplyHub,Germany,4971,15,6767,Fail
Clothing,SKU13316,187,In Stock,53,20548,Teen,290,9,34,10,FedEx,17.6,MegaCorp,Germany,7753,35,8865,Recheck
Electronics,SKU13317,180,Out of Stock,321,43445,Senior,31,18,39,11,FedEx,64.29,SupplyHub,USA,4674,3,3489,Recheck
Electronics,SKU13318,421,In Stock,466,34164,Adult,317,9,28,2,DHL,44.03,MegaCorp,Egypt,3097,36,6568,Fail
Electronics,SKU13319,461,In Stock,326,24782,Senior,40,23,43,12,Aramex,5.65,SupplyHub,Germany,3486,43,399,Recheck
Clothing,SKU13320,136,Out of Stock,628,20434,Adult,472,20,44,8,UPS,52.3,FastTrack Ltd.,USA,9581,33,7153,Fail
Clothing,SKU13321,323,In Stock,704,29034,Senior,3,10,98,5,FedEx,33.81,SupplyHub,USA,3453,41,1809,Recheck
Home,SKU13322,220,In Stock,510,19359,Adult,470,26,63,1,USPS,98.57,Global Supplies Inc.,Egypt,757,14,188,Fail
Home,SKU13323,172,In Stock,424,44124,Adult,44,21,28,6,USPS,97.7,Prime Distributors,China,5063,23,5459,Recheck
Toys,SKU13324,251,In Stock,97,20112,Senior,112,22,45,1,DHL,74.59,MegaCorp,Egypt,1225,52,9721,Recheck
Sports,SKU13325,472,In Stock,35,42922,Senior,225,28,62,8,UPS,20.39,FastTrack Ltd.,USA,6995,39,665,Fail
Home,SKU13326,249,In Stock,731,46116,Senior,76,15,60,11,UPS,55.86,Global Supplies Inc.,China,1160,46,8252,Recheck
Electronics,SKU13327,109,In Stock,893,1798,Senior,487,11,32,11,FedEx,69.56,MegaCorp,China,3045,43,6104,Recheck
Toys,SKU13328,310,Out of Stock,383,12225,Teen,201,25,21,3,Aramex,77.28,SupplyHub,India,1927,27,2009,Recheck
Toys,SKU13329,342,Out of Stock,756,703,Adult,147,13,93,7,FedEx,71.48,Global Supplies Inc.,India,3502,10,7145,Recheck
Clothing,SKU13330,497,Out of Stock,487,36719,Teen,365,9,12,10,USPS,65.0,Prime Distributors,Egypt,2776,10,3188,Pass
